cse_id,alert_id,asset_id,severity,alert_type,created_time,acknowledged_time,investigation_start,investigation_end,closure_time,escalated,disposition,investigation_evidence,investigation_notes,asset_criticality,expected_activity,observed_activity
CSE-A,ALT-00105,ASSET-028,MEDIUM,Phishing,2026-04-05 12:44:08,2026-04-05 13:01:17,2026-04-05 13:21:17,2026-04-05 16:47:43,2026-04-05 21:49:05,False,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,167,165
CSE-E,ALT-00106,ASSET-057,MEDIUM,Privilege Escalation,2026-01-20 03:49:03,2026-01-20 05:40:38,,,2026-01-20 15:14:47,False,Under Investigation,False,,CRITICAL,122,91
CSE-A,ALT-00107,ASSET-075,LOW,Network Anomaly,2026-01-15 17:45:26,2026-01-15 18:02:02,2026-01-15 18:17:02,2026-01-15 21:09:48,2026-01-16 01:32:18,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,134,112
CSE-E,ALT-00108,ASSET-049,LOW,Brute Force,2026-05-01 15:58:11,2026-05-01 17:41:19,,,2026-05-02 01:16:42,False,False Positive,False,N/A,HIGH,104,73
CSE-A,ALT-00109,ASSET-059,HIGH,Unauthorized Access,2026-05-16 12:48:53,2026-05-16 12:51:41,2026-05-16 13:01:41,2026-05-16 17:14:24,2026-05-16 20:51:15,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,115,89
CSE-A,ALT-00110,ASSET-070,LOW,Unauthorized Access,2026-06-07 00:32:15,2026-06-07 00:40:19,2026-06-07 00:42:19,2026-06-07 04:45:57,2026-06-07 05:36:06,True,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,190,191
CSE-E,ALT-00111,ASSET-095,LOW,Data Exfiltration,2026-05-28 14:28:15,2026-05-28 15:12:11,2026-05-28 15:34:11,2026-05-28 17:52:25,2026-05-28 20:44:28,True,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,179,115
CSE-C,ALT-00112,ASSET-060,LOW,Unauthorized Access,2026-05-15 16:06:26,2026-05-15 16:16:45,2026-05-15 16:41:45,2026-05-15 17:01:15,2026-05-15 23:50:59,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,161,46
CSE-E,ALT-00113,ASSET-006,MEDIUM,Unauthorized Access,2026-03-04 14:38:41,2026-03-04 14:54:40,2026-03-04 15:06:40,2026-03-04 15:35:14,2026-03-04 16:11:57,False,Benign True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,118,95
CSE-E,ALT-00114,ASSET-100,HIGH,Data Exfiltration,2026-03-27 09:15:13,2026-03-27 09:45:00,2026-03-27 10:10:00,2026-03-27 12:17:58,2026-03-27 13:39:25,False,Benign True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,189,125
CSE-C,ALT-00115,ASSET-038,CRITICAL,Network Anomaly,2026-04-30 17:00:48,2026-04-30 17:55:08,,,2026-04-30 17:02:24,False,False Positive,False,Closed quickly — no notes.,CRITICAL,138,47
CSE-D,ALT-00116,ASSET-070,MEDIUM,Privilege Escalation,2026-03-07 16:40:46,2026-03-07 17:03:33,2026-03-07 17:09:33,2026-03-07 20:24:43,2026-03-08 06:21:07,False,Escalated to Tier-2,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,87,78
CSE-A,ALT-00117,ASSET-062,LOW,Unauthorized Access,2026-02-05 07:53:04,2026-02-05 08:17:13,2026-02-05 08:34:13,2026-02-05 12:42:36,2026-02-05 19:34:53,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,82,64
CSE-D,ALT-00118,ASSET-046,CRITICAL,Phishing,2026-05-18 00:35:32,2026-05-18 01:00:15,2026-05-18 01:06:15,2026-05-18 02:16:13,2026-05-18 06:06:27,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,127,140
CSE-E,ALT-00119,ASSET-082,HIGH,Data Exfiltration,2026-03-18 10:22:41,2026-03-18 12:17:22,,,2026-03-18 19:37:46,False,False Positive,False,,CRITICAL,113,55
CSE-C,ALT-00120,ASSET-036,HIGH,Brute Force,2026-05-16 07:50:13,2026-05-16 08:49:08,,,2026-05-16 13:12:25,False,True Positive,False,N/A,MEDIUM,162,61
CSE-C,ALT-00121,ASSET-089,CRITICAL,Data Exfiltration,2026-05-31 15:47:59,2026-05-31 15:53:18,2026-05-31 16:01:18,2026-05-31 16:22:11,2026-05-31 20:49:39,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,134,17
CSE-B,ALT-00122,ASSET-085,LOW,Privilege Escalation,2026-06-04 20:19:25,2026-06-04 21:05:26,2026-06-04 21:20:26,2026-06-04 23:30:40,2026-06-05 07:01:50,False,Benign True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,145,122
CSE-A,ALT-00123,ASSET-072,HIGH,Unauthorized Access,2026-06-12 15:38:20,2026-06-12 15:51:26,2026-06-12 16:01:26,2026-06-12 20:03:49,2026-06-12 18:20:34,True,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,132,99
CSE-C,ALT-00124,ASSET-022,HIGH,Privilege Escalation,2026-04-09 16:03:24,2026-04-09 16:53:29,,,2026-04-09 19:18:05,False,Under Investigation,False,N/A,CRITICAL,128,25
CSE-A,ALT-00125,ASSET-080,HIGH,Phishing,2026-04-18 10:18:23,2026-04-18 10:28:38,2026-04-18 10:44:38,2026-04-18 12:40:07,2026-04-18 13:31:57,True,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,190,164
CSE-D,ALT-00126,ASSET-074,LOW,Suspicious Login,2026-03-18 12:25:30,2026-03-18 12:37:41,,,2026-03-18 18:36:28,False,False Positive,False,Closed quickly — no notes.,MEDIUM,121,109
CSE-C,ALT-00127,ASSET-082,CRITICAL,Data Exfiltration,2026-06-01 06:08:43,2026-06-01 06:59:18,2026-06-01 07:23:18,2026-06-01 07:40:03,2026-06-01 06:12:36,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,109,46
CSE-A,ALT-00128,ASSET-032,MEDIUM,Network Anomaly,2026-05-30 17:38:59,2026-05-30 18:08:43,2026-05-30 18:10:43,2026-05-30 21:30:27,2026-05-31 05:02:23,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,125,105
CSE-A,ALT-00129,ASSET-099,MEDIUM,Unauthorized Access,2026-03-26 14:41:06,2026-03-26 14:43:12,2026-03-26 15:00:12,2026-03-26 19:40:47,2026-03-27 01:17:26,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,168,155
CSE-A,ALT-00130,ASSET-093,MEDIUM,Phishing,2026-04-17 02:55:07,2026-04-17 03:23:53,2026-04-17 03:33:53,2026-04-17 06:44:22,2026-04-17 13:02:23,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,120,87
CSE-A,ALT-00131,ASSET-024,CRITICAL,Privilege Escalation,2026-06-15 11:48:59,2026-06-15 12:14:14,2026-06-15 12:32:14,2026-06-15 14:08:35,2026-06-15 20:52:28,False,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,83,81
CSE-D,ALT-00132,ASSET-034,MEDIUM,Unauthorized Access,2026-01-02 12:30:17,2026-01-02 12:55:08,2026-01-02 13:14:08,2026-01-02 14:21:59,2026-01-02 17:06:31,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,142,139
CSE-C,ALT-00133,ASSET-016,HIGH,Unauthorized Access,2026-05-31 15:00:54,2026-05-31 15:31:33,2026-05-31 15:53:33,2026-05-31 16:18:24,2026-05-31 21:06:10,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,104,15
CSE-E,ALT-00134,ASSET-058,HIGH,Suspicious Login,2026-05-28 12:10:31,2026-05-28 13:37:05,2026-05-28 13:58:05,2026-05-28 14:47:40,2026-05-28 22:23:23,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,161,135
CSE-B,ALT-00135,ASSET-036,HIGH,Unauthorized Access,2026-05-24 17:26:26,2026-05-24 18:33:52,2026-05-24 18:48:52,2026-05-24 20:59:02,2026-05-24 19:35:42,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,143,90
CSE-E,ALT-00136,ASSET-057,LOW,Network Anomaly,2026-05-21 10:56:17,2026-05-21 12:40:51,,,2026-05-21 22:21:43,False,Under Investigation,False,Closed quickly — no notes.,HIGH,178,92
CSE-B,ALT-00137,ASSET-022,HIGH,Malware,2026-04-26 10:29:28,2026-04-26 10:50:17,,,2026-04-26 17:20:12,False,Benign True Positive,False,,HIGH,122,101
CSE-E,ALT-00138,ASSET-036,HIGH,Phishing,2026-06-02 14:31:45,2026-06-02 15:14:03,2026-06-02 15:31:03,2026-06-02 18:29:55,2026-06-02 17:57:51,False,Escalated to Tier-2,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,102,71
CSE-B,ALT-00139,ASSET-012,HIGH,Privilege Escalation,2026-03-05 23:04:25,2026-03-06 00:11:34,2026-03-06 00:20:34,2026-03-06 03:06:00,2026-03-06 08:23:38,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,HIGH,141,116
CSE-D,ALT-00140,ASSET-064,LOW,Privilege Escalation,2026-05-29 10:35:46,2026-05-29 10:52:26,2026-05-29 11:04:26,2026-05-29 11:52:16,2026-05-29 18:39:39,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,186,164
CSE-E,ALT-00141,ASSET-021,CRITICAL,Network Anomaly,2026-03-29 01:39:02,2026-03-29 01:56:42,,,2026-03-29 01:41:30,False,False Positive,False,Closed quickly — no notes.,MEDIUM,93,65
CSE-A,ALT-00142,ASSET-029,MEDIUM,Suspicious Login,2026-01-14 14:12:46,2026-01-14 14:37:34,2026-01-14 14:58:34,2026-01-14 16:00:19,2026-01-14 15:23:47,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,136,102
CSE-A,ALT-00143,ASSET-018,LOW,Unauthorized Access,2026-06-27 10:12:14,2026-06-27 10:26:19,2026-06-27 10:30:19,2026-06-27 11:37:39,2026-06-27 16:17:27,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,166,135
CSE-E,ALT-00144,ASSET-016,CRITICAL,Suspicious Login,2026-04-23 12:38:40,2026-04-23 14:18:49,,,2026-04-23 18:25:54,False,True Positive,False,N/A,CRITICAL,179,100
CSE-B,ALT-00145,ASSET-051,HIGH,Brute Force,2026-03-05 13:51:49,2026-03-05 14:00:43,,,2026-03-05 18:01:16,False,True Positive,False,Closed quickly — no notes.,CRITICAL,83,69
CSE-D,ALT-00146,ASSET-061,MEDIUM,Data Exfiltration,2026-05-08 10:12:33,2026-05-08 10:14:56,2026-05-08 10:19:56,2026-05-08 13:53:51,2026-05-08 18:25:19,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,178,146
CSE-A,ALT-00147,ASSET-040,CRITICAL,Data Exfiltration,2026-01-11 13:35:32,2026-01-11 13:47:12,2026-01-11 14:12:12,2026-01-11 17:59:39,2026-01-11 23:41:46,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,183,147
CSE-D,ALT-00148,ASSET-023,MEDIUM,Brute Force,2026-03-21 13:04:03,2026-03-21 13:13:08,2026-03-21 13:17:08,2026-03-21 17:24:47,2026-03-21 15:09:27,False,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,170,135
CSE-B,ALT-00149,ASSET-034,MEDIUM,Privilege Escalation,2026-05-14 13:25:10,2026-05-14 14:17:18,2026-05-14 14:26:18,2026-05-14 15:02:07,2026-05-14 20:31:09,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,89,69
CSE-C,ALT-00150,ASSET-006,CRITICAL,Suspicious Login,2026-04-05 10:45:57,2026-04-05 11:23:40,,,2026-04-05 11:44:42,False,True Positive,False,,CRITICAL,109,14
CSE-E,ALT-00151,ASSET-067,LOW,Unauthorized Access,2026-02-27 16:06:58,2026-02-27 17:44:18,2026-02-27 17:47:18,2026-02-27 20:18:41,2026-02-28 02:44:01,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,172,84
CSE-C,ALT-00152,ASSET-099,MEDIUM,Phishing,2026-03-25 16:47:00,2026-03-25 17:11:12,2026-03-25 17:21:12,2026-03-25 17:46:51,2026-03-25 21:28:35,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,183,90
CSE-B,ALT-00153,ASSET-019,CRITICAL,Unauthorized Access,2026-01-07 14:54:40,2026-01-07 15:01:01,2026-01-07 15:23:01,2026-01-07 17:04:55,2026-01-08 00:33:16,False,Escalated to Tier-2,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,129,120
CSE-D,ALT-00154,ASSET-038,LOW,Privilege Escalation,2026-04-28 02:53:37,2026-04-28 02:59:09,2026-04-28 03:12:09,2026-04-28 04:05:46,2026-04-28 05:02:36,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,120,130
CSE-C,ALT-00155,ASSET-016,HIGH,Phishing,2026-03-01 12:27:08,2026-03-01 13:17:57,,,2026-03-01 14:32:07,False,False Positive,False,,HIGH,188,35
CSE-D,ALT-00156,ASSET-007,HIGH,Brute Force,2026-01-24 14:11:52,2026-01-24 14:36:36,2026-01-24 14:43:36,2026-01-24 17:45:45,2026-01-25 03:44:51,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,113,114
CSE-A,ALT-00157,ASSET-088,LOW,Network Anomaly,2026-05-23 13:15:06,2026-05-23 13:31:12,2026-05-23 13:36:12,2026-05-23 14:53:12,2026-05-23 18:03:20,True,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,162,130
CSE-C,ALT-00158,ASSET-060,LOW,Brute Force,2026-01-06 06:44:57,2026-01-06 07:27:25,,,2026-01-06 15:01:18,False,True Positive,False,,CRITICAL,163,49
CSE-D,ALT-00159,ASSET-018,CRITICAL,Unauthorized Access,2026-02-14 12:11:17,2026-02-14 12:21:45,2026-02-14 12:23:45,2026-02-14 14:44:26,2026-02-14 22:45:15,True,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,182,177
CSE-E,ALT-00160,ASSET-008,LOW,Unauthorized Access,2026-04-02 17:16:22,2026-04-02 18:33:54,2026-04-02 18:42:54,2026-04-02 19:33:55,2026-04-02 22:42:55,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,190,129
CSE-B,ALT-00161,ASSET-023,LOW,Brute Force,2026-03-05 13:32:34,2026-03-05 13:45:22,,,2026-03-05 20:52:44,False,Escalated to Tier-2,False,,CRITICAL,151,131
CSE-E,ALT-00162,ASSET-029,CRITICAL,Privilege Escalation,2026-05-26 12:12:53,2026-05-26 14:01:49,,,2026-05-26 22:48:51,True,True Positive,False,N/A,CRITICAL,154,123
CSE-B,ALT-00163,ASSET-018,HIGH,Suspicious Login,2026-03-24 11:31:37,2026-03-24 11:55:26,2026-03-24 12:12:26,2026-03-24 13:50:30,2026-03-24 19:11:03,True,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,181,158
CSE-C,ALT-00164,ASSET-079,CRITICAL,Privilege Escalation,2026-02-27 11:59:24,2026-02-27 12:20:10,,,2026-02-27 12:01:08,False,False Positive,False,,CRITICAL,153,20
CSE-B,ALT-00165,ASSET-014,HIGH,Privilege Escalation,2026-02-12 10:30:52,2026-02-12 12:01:32,2026-02-12 12:12:32,2026-02-12 14:11:32,2026-02-12 16:05:47,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,82,58
CSE-B,ALT-00166,ASSET-005,LOW,Network Anomaly,2026-04-07 15:24:06,2026-04-07 16:30:56,,,2026-04-07 20:51:06,False,Under Investigation,False,N/A,CRITICAL,151,94
CSE-A,ALT-00167,ASSET-043,HIGH,Unauthorized Access,2026-02-11 10:35:21,2026-02-11 10:57:00,2026-02-11 11:20:00,2026-02-11 11:50:27,2026-02-11 22:03:56,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,104,95
CSE-E,ALT-00168,ASSET-085,HIGH,Phishing,2026-03-18 09:50:25,2026-03-18 11:09:00,,,2026-03-18 12:29:23,True,True Positive,False,,HIGH,192,96
CSE-B,ALT-00169,ASSET-024,HIGH,Phishing,2026-01-21 10:58:19,2026-01-21 11:53:49,2026-01-21 12:15:49,2026-01-21 13:27:54,2026-01-21 19:00:00,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,137,98
CSE-B,ALT-00170,ASSET-067,LOW,Malware,2026-02-08 22:46:06,2026-02-08 23:01:48,2026-02-08 23:19:48,2026-02-09 01:10:36,2026-02-09 03:24:23,True,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,191,146
CSE-D,ALT-00171,ASSET-022,HIGH,Unauthorized Access,2026-01-09 17:49:51,2026-01-09 18:10:34,,,2026-01-09 21:14:22,False,Escalated to Tier-2,False,,MEDIUM,183,149
CSE-D,ALT-00172,ASSET-002,CRITICAL,Unauthorized Access,2026-02-21 21:24:09,2026-02-21 21:45:25,2026-02-21 22:09:25,2026-02-21 22:58:30,2026-02-22 08:10:45,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,146,146
CSE-D,ALT-00173,ASSET-023,HIGH,Brute Force,2026-01-28 10:43:50,2026-01-28 10:55:45,2026-01-28 11:07:45,2026-01-28 14:53:01,2026-01-28 23:06:16,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,98,100
CSE-D,ALT-00174,ASSET-018,CRITICAL,Privilege Escalation,2026-06-26 17:06:58,2026-06-26 17:17:55,2026-06-26 17:28:55,2026-06-26 20:19:14,2026-06-27 06:10:38,True,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,179,185
CSE-D,ALT-00175,ASSET-100,MEDIUM,Brute Force,2026-02-18 15:56:47,2026-02-18 16:14:35,2026-02-18 16:26:35,2026-02-18 17:10:07,2026-02-18 18:21:54,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,192,181
CSE-B,ALT-00176,ASSET-077,LOW,Data Exfiltration,2026-01-15 16:47:03,2026-01-15 17:38:48,2026-01-15 17:50:48,2026-01-15 19:54:20,2026-01-15 20:15:31,True,False Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,191,149
CSE-C,ALT-00177,ASSET-053,CRITICAL,Phishing,2026-06-26 09:28:24,2026-06-26 09:32:34,,,2026-06-26 15:23:48,False,False Positive,False,,HIGH,188,78
CSE-B,ALT-00178,ASSET-080,MEDIUM,Malware,2026-02-27 14:12:45,2026-02-27 15:40:02,2026-02-27 15:53:02,2026-02-27 17:27:31,2026-02-27 19:53:31,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,96,58
CSE-C,ALT-00179,ASSET-039,HIGH,Phishing,2026-03-18 17:13:04,2026-03-18 17:35:21,,,2026-03-18 20:09:02,False,Escalated to Tier-2,False,Closed quickly — no notes.,CRITICAL,156,64
CSE-E,ALT-00180,ASSET-069,HIGH,Privilege Escalation,2026-06-24 09:26:41,2026-06-24 10:34:59,2026-06-24 10:48:59,2026-06-24 12:37:23,2026-06-24 14:14:20,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,191,160
CSE-C,ALT-00181,ASSET-043,HIGH,Suspicious Login,2026-06-18 06:10:18,2026-06-18 06:17:48,2026-06-18 06:26:48,2026-06-18 06:52:39,2026-06-18 13:08:46,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,118,29
CSE-D,ALT-00182,ASSET-039,LOW,Privilege Escalation,2026-04-06 14:01:29,2026-04-06 14:06:59,2026-04-06 14:27:59,2026-04-06 15:19:29,2026-04-06 23:39:06,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,191,198
CSE-B,ALT-00183,ASSET-022,HIGH,Network Anomaly,2026-02-06 12:04:49,2026-02-06 12:20:20,2026-02-06 12:26:20,2026-02-06 13:52:00,2026-02-06 12:54:48,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,110,78
CSE-B,ALT-00184,ASSET-094,MEDIUM,Unauthorized Access,2026-04-14 17:08:24,2026-04-14 17:13:26,2026-04-14 17:37:26,2026-04-14 19:17:26,2026-04-15 02:46:38,True,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,158,102
CSE-D,ALT-00185,ASSET-046,MEDIUM,Phishing,2026-02-12 09:46:19,2026-02-12 09:57:48,2026-02-12 10:17:48,2026-02-12 15:01:09,2026-02-12 22:40:56,False,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,101,110
CSE-A,ALT-00186,ASSET-085,HIGH,Suspicious Login,2026-02-24 17:36:10,2026-02-24 17:41:33,2026-02-24 17:43:33,2026-02-24 21:11:29,2026-02-25 03:34:12,True,Escalated to Tier-2,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,187,137
CSE-D,ALT-00187,ASSET-018,MEDIUM,Brute Force,2026-05-21 11:36:13,2026-05-21 12:00:56,2026-05-21 12:10:56,2026-05-21 16:01:38,2026-05-22 00:19:29,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,195,162
CSE-A,ALT-00188,ASSET-027,HIGH,Brute Force,2026-05-08 12:24:49,2026-05-08 12:35:42,2026-05-08 12:42:42,2026-05-08 16:01:27,2026-05-08 18:22:52,True,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,141,117
CSE-A,ALT-00189,ASSET-034,MEDIUM,Brute Force,2026-05-27 11:32:05,2026-05-27 11:58:37,2026-05-27 12:22:37,2026-05-27 13:29:34,2026-05-27 23:42:51,False,Escalated to Tier-2,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,92,90
CSE-C,ALT-00190,ASSET-035,HIGH,Privilege Escalation,2026-04-20 10:37:54,2026-04-20 11:27:50,2026-04-20 11:32:50,2026-04-20 11:56:31,2026-04-20 14:36:12,False,Escalated to Tier-2,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,101,27
CSE-B,ALT-00191,ASSET-073,CRITICAL,Unauthorized Access,2026-04-27 15:34:44,2026-04-27 16:41:35,2026-04-27 16:47:35,2026-04-27 17:20:43,2026-04-27 19:54:41,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,167,147
